epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,104133,1.00714,2.38525,1.82673,0.52027,0.4744,0.45639,0.22001,2.1813,6.11581,4.27606,7.23859e-05,7.23859e-05,7.23859e-05
180,104767,0.99385,2.29829,1.81544,0.51397,0.48139,0.45678,0.21809,2.18199,6.10897,4.27934,7.1395e-05,7.1395e-05,7.1395e-05
181,105212,0.99546,2.31107,1.82043,0.51414,0.48148,0.45789,0.2202,2.1824,6.1088,4.28125,7.04073e-05,7.04073e-05,7.04073e-05
182,105646,0.97811,2.30493,1.8053,0.51822,0.47684,0.45766,0.22062,2.18243,6.10546,4.28152,6.9423e-05,6.9423e-05,6.9423e-05
183,106073,0.99536,2.39793,1.81335,0.51853,0.47819,0.45785,0.22112,2.18239,6.0913,4.2827,6.84422e-05,6.84422e-05,6.84422e-05
184,106505,0.98021,2.30619,1.80421,0.5153,0.48209,0.45827,0.2209,2.18214,6.08822,4.28344,6.74649e-05,6.74649e-05,6.74649e-05
185,106944,0.97513,2.26452,1.7933,0.51393,0.48306,0.45904,0.22105,2.18233,6.0786,4.28462,6.64914e-05,6.64914e-05,6.64914e-05
186,107437,0.97377,2.24209,1.79698,0.51376,0.48402,0.45833,0.22091,2.18282,6.08559,4.28723,6.55216e-05,6.55216e-05,6.55216e-05
187,107934,0.98618,2.3224,1.80801,0.51355,0.48446,0.4581,0.22084,2.18249,6.07712,4.28749,6.45557e-05,6.45557e-05,6.45557e-05
188,108412,0.98415,2.27421,1.80566,0.5149,0.4841,0.45792,0.22079,2.18371,6.07111,4.2903,6.35938e-05,6.35938e-05,6.35938e-05
189,108999,0.97428,2.27238,1.8026,0.51375,0.48963,0.45933,0.22146,2.18414,6.06623,4.29325,6.2636e-05,6.2636e-05,6.2636e-05
190,109486,0.96882,2.2642,1.79094,0.51478,0.48881,0.45964,0.22119,2.18451,6.05774,4.29365,6.16824e-05,6.16824e-05,6.16824e-05
191,109943,0.96714,2.26071,1.7903,0.51409,0.4896,0.45982,0.2214,2.18492,6.04766,4.29557,6.07331e-05,6.07331e-05,6.07331e-05
192,110398,0.96616,2.24503,1.77966,0.51618,0.48899,0.46,0.22157,2.18557,6.06075,4.29715,5.97882e-05,5.97882e-05,5.97882e-05
193,110853,0.96988,2.24576,1.77979,0.51603,0.4885,0.46034,0.22153,2.18788,6.08757,4.30329,5.88479e-05,5.88479e-05,5.88479e-05
194,111307,0.96687,2.26521,1.7811,0.51662,0.48861,0.45998,0.22127,2.18807,6.08189,4.30574,5.79121e-05,5.79121e-05,5.79121e-05
195,111761,0.96607,2.26368,1.78218,0.51721,0.48851,0.46098,0.22122,2.18843,6.0813,4.3083,5.69811e-05,5.69811e-05,5.69811e-05
196,112213,0.95164,2.19989,1.77356,0.51744,0.48778,0.46141,0.22156,2.18814,6.07883,4.31015,5.60549e-05,5.60549e-05,5.60549e-05
197,112663,0.96489,2.26687,1.7803,0.5178,0.48792,0.46039,0.22114,2.18744,6.0778,4.31229,5.51337e-05,5.51337e-05,5.51337e-05
198,113119,0.95823,2.21034,1.76154,0.55604,0.48823,0.4618,0.22162,2.18811,6.07914,4.315,5.42175e-05,5.42175e-05,5.42175e-05
199,113574,0.94637,2.19514,1.75877,0.5552,0.48839,0.46078,0.22123,2.18815,6.07683,4.31566,5.33064e-05,5.33064e-05,5.33064e-05
200,114028,0.95753,2.21569,1.77914,0.55485,0.48834,0.46107,0.22157,2.18902,6.07687,4.31832,5.24005e-05,5.24005e-05,5.24005e-05
201,114482,0.95787,2.16181,1.77272,0.5532,0.48544,0.46064,0.221,2.18937,6.07321,4.32033,5.15e-05,5.15e-05,5.15e-05
202,114935,0.92828,2.08456,1.74538,0.55313,0.48521,0.45956,0.21993,2.18999,6.07107,4.32669,5.06049e-05,5.06049e-05,5.06049e-05
203,115386,0.94124,2.14834,1.74806,0.55383,0.4846,0.46119,0.22086,2.19034,6.06987,4.32939,4.97153e-05,4.97153e-05,4.97153e-05
204,115840,0.93566,2.1071,1.74877,0.554,0.48456,0.46149,0.22119,2.19,6.06962,4.32956,4.88314e-05,4.88314e-05,4.88314e-05
205,116293,0.93769,2.14101,1.76078,0.55429,0.48526,0.46117,0.22092,2.18924,6.06698,4.32929,4.79531e-05,4.79531e-05,4.79531e-05
206,116745,0.94683,2.2104,1.76059,0.55614,0.4843,0.46112,0.22093,2.18965,6.06539,4.33203,4.70807e-05,4.70807e-05,4.70807e-05
207,117194,0.9453,2.18523,1.75305,0.55674,0.48374,0.45949,0.2207,2.19202,6.07813,4.33802,4.62142e-05,4.62142e-05,4.62142e-05
208,117644,0.9356,2.13718,1.75167,0.55743,0.48305,0.45926,0.22066,2.1928,6.07802,4.34017,4.53537e-05,4.53537e-05,4.53537e-05
209,118096,0.92435,2.08486,1.7377,0.55679,0.48261,0.45951,0.22113,2.19291,6.07784,4.34265,4.44994e-05,4.44994e-05,4.44994e-05
210,118549,0.92228,2.10796,1.74494,0.55788,0.4827,0.46168,0.22151,2.1933,6.07328,4.34399,4.36512e-05,4.36512e-05,4.36512e-05
211,119003,0.92764,2.10609,1.74128,0.55849,0.48274,0.46172,0.22163,2.194,6.06733,4.34683,4.28093e-05,4.28093e-05,4.28093e-05
212,119518,0.93751,2.15561,1.75506,0.55876,0.4826,0.46219,0.22159,2.20146,5.99762,4.36466,4.19737e-05,4.19737e-05,4.19737e-05
213,120047,0.92485,2.12367,1.74014,0.55887,0.48172,0.46242,0.2217,2.20186,5.998,4.36755,4.11447e-05,4.11447e-05,4.11447e-05
214,120551,0.92748,2.13956,1.74641,0.55861,0.48109,0.4609,0.2212,2.20206,5.99281,4.37015,4.03222e-05,4.03222e-05,4.03222e-05
215,120976,0.91615,2.10475,1.74297,0.55867,0.48092,0.46148,0.22181,2.20129,5.98988,4.37055,3.95064e-05,3.95064e-05,3.95064e-05
216,121403,0.92517,2.12979,1.74359,0.55858,0.48159,0.46139,0.22185,2.20124,5.98844,4.37191,3.86973e-05,3.86973e-05,3.86973e-05
217,121830,0.91954,2.09044,1.73049,0.55862,0.48459,0.46225,0.22189,2.20172,5.98268,4.3758,3.7895e-05,3.7895e-05,3.7895e-05
218,122250,0.9137,2.08976,1.72901,0.55834,0.48342,0.46204,0.22199,2.20138,5.98515,4.37538,3.70997e-05,3.70997e-05,3.70997e-05
219,122670,0.92717,2.16257,1.73645,0.5576,0.48298,0.4619,0.22182,2.20249,5.97654,4.38334,3.63114e-05,3.63114e-05,3.63114e-05
220,123089,0.91178,2.02525,1.72372,0.55588,0.48297,0.46208,0.22202,2.20307,5.97442,4.3859,3.55301e-05,3.55301e-05,3.55301e-05
221,123636,0.90451,2.06047,1.71259,0.5567,0.48108,0.46196,0.22221,2.2029,5.97449,4.38756,3.47561e-05,3.47561e-05,3.47561e-05
222,124183,0.90744,2.08627,1.72191,0.55708,0.48128,0.46211,0.22233,2.20327,5.96825,4.39249,3.39893e-05,3.39893e-05,3.39893e-05
223,124694,0.90945,2.02604,1.72176,0.55819,0.48174,0.46316,0.22334,2.20301,5.97186,4.38898,3.32298e-05,3.32298e-05,3.32298e-05
224,125141,0.91272,2.05124,1.71917,0.55901,0.48133,0.46321,0.22298,2.20386,5.96498,4.39278,3.24778e-05,3.24778e-05,3.24778e-05
225,125629,0.89635,2.03219,1.72389,0.55925,0.4812,0.46344,0.22339,2.20448,5.96502,4.39416,3.17333e-05,3.17333e-05,3.17333e-05
226,128073,0.8964,2.02352,1.70508,0.56005,0.48101,0.4626,0.22293,2.20458,5.95756,4.39578,3.09964e-05,3.09964e-05,3.09964e-05
227,128837,0.9042,2.04254,1.71217,0.56078,0.48065,0.46248,0.22275,2.20444,5.9567,4.39772,3.02672e-05,3.02672e-05,3.02672e-05
228,129308,0.90055,2.02967,1.71235,0.56087,0.48044,0.46304,0.22265,2.2045,5.9591,4.39973,2.95457e-05,2.95457e-05,2.95457e-05
229,129756,0.90942,2.07629,1.72462,0.5608,0.48034,0.463,0.22256,2.20473,5.95941,4.40047,2.88321e-05,2.88321e-05,2.88321e-05
230,130208,0.89184,2.02645,1.70337,0.56056,0.47999,0.46327,0.22251,2.2047,5.95421,4.40263,2.81264e-05,2.81264e-05,2.81264e-05
231,130703,0.90473,2.0031,1.712,0.56023,0.48002,0.46939,0.22641,2.20612,5.95422,4.41137,2.74287e-05,2.74287e-05,2.74287e-05
232,131415,0.89321,1.99539,1.70926,0.56008,0.47993,0.47542,0.22999,2.20566,5.9525,4.41326,2.6739e-05,2.6739e-05,2.6739e-05
233,133489,0.89072,2.01578,1.69838,0.56429,0.48066,0.47565,0.22988,2.20512,5.95505,4.41489,2.60575e-05,2.60575e-05,2.60575e-05
234,133988,0.88867,1.96107,1.69666,0.56413,0.48106,0.47565,0.22969,2.20401,5.95658,4.41365,2.53842e-05,2.53842e-05,2.53842e-05
235,134407,0.89118,1.99411,1.6983,0.56704,0.48567,0.47625,0.22981,2.20428,5.95454,4.41263,2.47192e-05,2.47192e-05,2.47192e-05
236,134799,0.88162,1.97835,1.69963,0.56811,0.48563,0.4764,0.23006,2.2035,5.95612,4.40949,2.40625e-05,2.40625e-05,2.40625e-05
237,135327,0.88756,2.01587,1.6893,0.56845,0.4857,0.4766,0.23021,2.20388,5.95189,4.41173,2.34143e-05,2.34143e-05,2.34143e-05
238,135876,0.87801,1.95274,1.69042,0.5677,0.48465,0.47669,0.23017,2.20395,5.94926,4.4123,2.27747e-05,2.27747e-05,2.27747e-05
239,136419,0.88999,2.01805,1.69765,0.56741,0.4846,0.4768,0.23031,2.20314,5.94797,4.412,2.21435e-05,2.21435e-05,2.21435e-05
240,137159,0.87337,1.9839,1.67403,0.56731,0.48442,0.47703,0.23055,2.20369,5.94659,4.41905,2.15211e-05,2.15211e-05,2.15211e-05
241,137598,0.87677,1.97523,1.68768,0.568,0.48466,0.47752,0.23077,2.20452,5.94014,4.42206,2.09073e-05,2.09073e-05,2.09073e-05
242,138002,0.8891,1.98304,1.68828,0.56747,0.48465,0.47748,0.23074,2.20432,5.93771,4.42403,2.03023e-05,2.03023e-05,2.03023e-05
243,138421,0.88312,1.98391,1.69634,0.56824,0.48376,0.47743,0.23078,2.2042,5.93703,4.42465,1.97062e-05,1.97062e-05,1.97062e-05
244,138884,0.87287,1.95358,1.68569,0.56797,0.48364,0.47795,0.23084,2.20406,5.93534,4.42687,1.9119e-05,1.9119e-05,1.9119e-05
245,139355,0.87572,1.93657,1.68153,0.56777,0.48327,0.47811,0.23093,2.20399,5.93266,4.42956,1.85408e-05,1.85408e-05,1.85408e-05
246,139840,0.8753,2.03297,1.6866,0.56763,0.48324,0.47676,0.23092,2.20471,5.9338,4.43324,1.79716e-05,1.79716e-05,1.79716e-05
247,140368,0.8853,1.98383,1.68633,0.56727,0.48273,0.47741,0.23071,2.20517,5.93142,4.43929,1.74115e-05,1.74115e-05,1.74115e-05
248,140924,0.86245,1.92552,1.67146,0.56705,0.4828,0.47701,0.2305,2.20569,5.92972,4.44214,1.68606e-05,1.68606e-05,1.68606e-05
249,141396,0.872,1.94011,1.67796,0.56809,0.48235,0.47803,0.23087,2.20594,5.92233,4.44677,1.63189e-05,1.63189e-05,1.63189e-05
250,141891,0.87074,1.95088,1.68171,0.56769,0.48202,0.47776,0.23049,2.20719,5.91703,4.45491,1.57865e-05,1.57865e-05,1.57865e-05
251,181675,0.86971,1.90151,1.68489,0.57278,0.48196,0.47828,0.22982,2.20724,5.91878,4.4589,1.52635e-05,1.52635e-05,1.52635e-05
252,182072,0.86111,1.91472,1.67176,0.57352,0.48161,0.47881,0.22968,2.20717,5.92035,4.45676,1.47498e-05,1.47498e-05,1.47498e-05
253,182470,0.8663,1.95541,1.6762,0.57423,0.48093,0.47913,0.23027,2.20747,5.92051,4.45927,1.42456e-05,1.42456e-05,1.42456e-05
254,182865,0.86267,1.93516,1.67536,0.57448,0.48058,0.47904,0.22972,2.20696,5.91866,4.46234,1.3751e-05,1.3751e-05,1.3751e-05
255,183258,0.86757,1.94916,1.67511,0.60642,0.45741,0.47867,0.2302,2.20767,5.92429,4.46584,1.32658e-05,1.32658e-05,1.32658e-05
256,183662,0.85609,1.93362,1.6611,0.60621,0.45759,0.47857,0.23001,2.20744,5.92157,4.46773,1.27904e-05,1.27904e-05,1.27904e-05
257,184059,0.86256,1.91533,1.66847,0.60664,0.45791,0.47864,0.22999,2.20841,5.91802,4.47451,1.23245e-05,1.23245e-05,1.23245e-05
258,184456,0.85508,1.90947,1.67067,0.60611,0.45812,0.47843,0.22989,2.20853,5.91899,4.47516,1.18684e-05,1.18684e-05,1.18684e-05
259,184852,0.85852,1.92495,1.66848,0.60429,0.459,0.47856,0.22982,2.20875,5.92012,4.47856,1.14221e-05,1.14221e-05,1.14221e-05
260,185248,0.8548,1.91956,1.66095,0.60416,0.46008,0.47849,0.22977,2.2089,5.91757,4.47934,1.09856e-05,1.09856e-05,1.09856e-05
261,185649,0.7133,1.28051,1.48791,0.60391,0.46036,0.47859,0.22986,2.20895,5.911,4.48198,1.0559e-05,1.0559e-05,1.0559e-05
262,186038,0.71269,1.25923,1.48217,0.60398,0.46078,0.47847,0.22964,2.20829,5.91173,4.48408,1.01423e-05,1.01423e-05,1.01423e-05
263,186428,0.71188,1.27581,1.49521,0.60479,0.46066,0.47917,0.22968,2.20845,5.91149,4.48754,9.73555e-06,9.73555e-06,9.73555e-06
264,186818,0.71276,1.2852,1.49395,0.60475,0.4611,0.47941,0.22967,2.20871,5.90789,4.48942,9.33881e-06,9.33881e-06,9.33881e-06
265,187221,0.71365,1.26623,1.48503,0.60401,0.46176,0.47916,0.2297,2.20966,5.90495,4.49394,8.95213e-06,8.95213e-06,8.95213e-06
266,187638,0.69834,1.24094,1.47493,0.60381,0.46225,0.47953,0.22991,2.20929,5.90648,4.49427,8.57554e-06,8.57554e-06,8.57554e-06
267,188040,0.70599,1.26193,1.48117,0.60198,0.46275,0.47937,0.22954,2.21011,5.90541,4.49767,8.20908e-06,8.20908e-06,8.20908e-06
268,188437,0.6962,1.23718,1.46507,0.6,0.46404,0.47993,0.22975,2.21017,5.90403,4.49861,7.8528e-06,7.8528e-06,7.8528e-06
269,188846,0.69517,1.25324,1.47147,0.59969,0.46449,0.47975,0.22977,2.2103,5.90517,4.50049,7.50674e-06,7.50674e-06,7.50674e-06
270,189262,0.69628,1.24765,1.47549,0.59908,0.46506,0.47998,0.23006,2.21035,5.90343,4.50337,7.17093e-06,7.17093e-06,7.17093e-06
271,189737,0.701,1.25089,1.47439,0.59878,0.46532,0.47988,0.23004,2.21036,5.89858,4.5054,6.8454e-06,6.8454e-06,6.8454e-06
272,190158,0.70784,1.23962,1.47696,0.59908,0.46561,0.47926,0.23006,2.21075,5.89353,4.5089,6.53021e-06,6.53021e-06,6.53021e-06
273,190586,0.69782,1.24391,1.46846,0.59936,0.46568,0.4793,0.2302,2.21091,5.88908,4.511,6.22537e-06,6.22537e-06,6.22537e-06
274,190992,0.6923,1.23381,1.46886,0.57747,0.47853,0.47918,0.22996,2.21133,5.88765,4.5135,5.93093e-06,5.93093e-06,5.93093e-06
275,191400,0.70319,1.24214,1.47446,0.5778,0.478,0.47933,0.23028,2.21088,5.88645,4.51477,5.64691e-06,5.64691e-06,5.64691e-06
276,191806,0.69996,1.24759,1.47605,0.58151,0.47788,0.47915,0.23066,2.21157,5.88482,4.51531,5.37334e-06,5.37334e-06,5.37334e-06
277,192204,0.70039,1.24607,1.47955,0.58239,0.47758,0.47876,0.23057,2.21089,5.88379,4.51629,5.11027e-06,5.11027e-06,5.11027e-06
278,192609,0.69363,1.22778,1.46833,0.58267,0.4775,0.47878,0.23016,2.21187,5.88373,4.51944,4.85771e-06,4.85771e-06,4.85771e-06
279,193013,0.69094,1.2342,1.47114,0.58309,0.47746,0.47838,0.2303,2.21185,5.88159,4.52123,4.61569e-06,4.61569e-06,4.61569e-06
280,193413,0.69832,1.25393,1.46706,0.5787,0.47836,0.47877,0.2308,2.21202,5.88318,4.52353,4.38424e-06,4.38424e-06,4.38424e-06
281,193811,0.69936,1.23718,1.47049,0.57824,0.4785,0.47885,0.23251,2.21223,5.88467,4.52636,4.16339e-06,4.16339e-06,4.16339e-06
282,194216,0.69117,1.25009,1.46335,0.58362,0.4772,0.47898,0.2325,2.2124,5.88443,4.52895,3.95315e-06,3.95315e-06,3.95315e-06
283,194611,0.68923,1.22411,1.45495,0.58338,0.47728,0.47909,0.23222,2.21282,5.88013,4.5331,3.75356e-06,3.75356e-06,3.75356e-06
284,194995,0.69514,1.23029,1.47398,0.58327,0.47712,0.47903,0.23267,2.21236,5.87821,4.53464,3.56463e-06,3.56463e-06,3.56463e-06
285,195380,0.69327,1.23795,1.46638,0.58308,0.47754,0.47945,0.23265,2.21293,5.87675,4.53536,3.38639e-06,3.38639e-06,3.38639e-06
286,195767,0.68767,1.24174,1.4573,0.58216,0.47713,0.47865,0.23255,2.21296,5.87423,4.53737,3.21885e-06,3.21885e-06,3.21885e-06
287,196150,0.69323,1.23985,1.4651,0.58214,0.47715,0.47842,0.23257,2.21244,5.87272,4.53904,3.06204e-06,3.06204e-06,3.06204e-06
288,196541,0.69832,1.24769,1.4784,0.58204,0.47714,0.4789,0.23272,2.21279,5.87349,4.54236,2.91596e-06,2.91596e-06,2.91596e-06
289,196928,0.68603,1.22126,1.46505,0.58056,0.47759,0.47852,0.2326,2.21349,5.87017,4.55068,2.78064e-06,2.78064e-06,2.78064e-06
290,197293,0.68239,1.20431,1.46213,0.5804,0.47763,0.47875,0.23292,2.2138,5.86563,4.55291,2.6561e-06,2.6561e-06,2.6561e-06
291,197639,0.68447,1.22625,1.46404,0.57945,0.47706,0.47868,0.2327,2.21377,5.86896,4.55408,2.54233e-06,2.54233e-06,2.54233e-06
292,197932,0.69316,1.24053,1.47131,0.57922,0.4778,0.47889,0.23291,2.2141,5.86716,4.55699,2.43937e-06,2.43937e-06,2.43937e-06
293,198234,0.68986,1.23245,1.46328,0.57984,0.47743,0.47927,0.23334,2.21417,5.86724,4.55877,2.34721e-06,2.34721e-06,2.34721e-06
294,198529,0.68714,1.22539,1.46428,0.57924,0.47745,0.47925,0.2331,2.21431,5.86655,4.56055,2.26587e-06,2.26587e-06,2.26587e-06
295,198829,0.69118,1.21983,1.46377,0.57919,0.47743,0.47912,0.23308,2.21509,5.86533,4.56446,2.19535e-06,2.19535e-06,2.19535e-06
296,199185,0.67809,1.21206,1.45719,0.57915,0.47748,0.47893,0.23313,2.21473,5.86365,4.56382,2.13568e-06,2.13568e-06,2.13568e-06
297,199535,0.68861,1.21646,1.45559,0.57904,0.47734,0.47918,0.2335,2.21482,5.85984,4.56484,2.08684e-06,2.08684e-06,2.08684e-06
298,199848,0.68816,1.21233,1.46667,0.57884,0.47778,0.47887,0.23317,2.21542,5.85722,4.56653,2.04885e-06,2.04885e-06,2.04885e-06
299,200188,0.67846,1.2189,1.44867,0.57856,0.47743,0.47808,0.23313,2.21549,5.85404,4.5682,2.02171e-06,2.02171e-06,2.02171e-06
300,200506,0.68514,1.20919,1.45101,0.57806,0.47699,0.47842,0.23326,2.21624,5.85107,4.5713,2.00543e-06,2.00543e-06,2.00543e-06
